"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "SRR1171523" "SRR1171524" "SRR1171525" "SRR1171526" "SRR1171527" "SRR1171528"
"ENSG00000165949 IFI27" 1960.19698869929 -3.3844919375197 0.0938868897621704 -36.0486106856146 1.45001296995102e-284 1.9093770788315e-280 4689 3583 2758 309 384 334
"ENSG00000090382 LYZ" 7596.02991355164 -1.65034179651788 0.0561143026259614 -29.4103592005498 4.04815980846972e-190 2.66530841789646e-186 14212 10237 10789 3476 3764 3738
"ENSG00000115461 IGFBP5" 531.221747346784 -5.07115734167778 0.179523913264109 -28.2478097177911 1.51430675375146e-175 6.64679711113307e-172 1320 823 1025 23 26 43
"ENSG00000157601 MX1" 827.151143955044 -2.87779475750188 0.104782344134794 -27.4645006395336 4.66328782333261e-166 1.53515435144109e-162 1732 1501 1206 184 223 186
"ENSG00000111331 OAS3" 2127.20099856965 -2.6612143724637 0.0972124208160326 -27.3752505093958 5.40654066848509e-165 1.42386655045223e-161 4204 3977 2972 562 614 560
"ENSG00000070915 SLC12A3" 424.550928368134 -3.37485218826517 0.129867081494635 -25.9869718286122 6.95154844464175e-149 1.52563316531738e-145 1012 721 653 63 85 76
"ENSG00000234745 HLA-B" 3197.0158777565 -1.43156615283977 0.0604169241391219 -23.6947870689892 4.08068442052982e-124 7.67635034993381e-121 6085 4256 4023 1590 1872 1719
"ENSG00000137965 IFI44" 409.095666252507 -2.97858077275591 0.131935222741091 -22.576084770032 7.44601320489954e-113 1.22561377352646e-109 829 740 635 76 111 89
"ENSG00000204525 HLA-C" 1631.64213077183 -1.46154963757044 0.0660214286504443 -22.1375039505542 1.37651467440186e-108 2.01399391472486e-105 3112 2150 2106 791 923 891
"ENSG00000110042 DTX4" 524.131839890419 -2.47021904395796 0.117318179839443 -21.0557225430756 2.02669516643161e-98 2.66875219515714e-95 1166 883 688 166 168 145
"ENSG00000120708 TGFBI" 289.356610016715 -3.05094626505402 0.147967252035589 -20.6190641718494 1.85104283260251e-94 2.21586654724635e-91 652 495 438 47 60 80
"ENSG00000133048 CHI3L1" 628.876930132934 -2.11144346264188 0.104111348458307 -20.2806273658768 1.90683753832441e-91 2.09243639205465e-88 1205 879 1025 194 261 254
"ENSG00000088882 CPXM1" 278.557539437802 -2.88086593839751 0.145287776964248 -19.8286875784906 1.68375939142918e-87 1.70551874356457e-84 629 443 436 49 66 85
"ENSG00000114013 CD86" 329.845570044553 -2.80869837395488 0.141932766274373 -19.7889356184698 3.70789672311178e-87 3.48754171785257e-84 706 607 453 69 87 91
